,molecule_chembl_id,smiles,ic50,tox_free,bbb,qed,sa,lip,carc
140,CHEMBL3771009,O=C(NO)c1noc(-c2ccc(Br)cc2)n1,37310.0,False,False,0.6458547348525305,2.3519607830406404,0,True
141,CHEMBL5415747,O=C(NO)c1cc(-c2ccc(-c3ccc(Cl)cc3)cc2)on1,50000.0,False,False,0.569581055715203,2.00489918136258,0,True
142,CHEMBL5413803,O=C(NO)c1nnc(-c2ccc(-c3ccc(Cl)cc3)cc2)o1,510.0,False,False,0.5722087728229445,2.1192288516922506,0,True
143,CHEMBL5436658,O=C(Cc1noc(-c2ccc(-c3ccc(Cl)cc3)cc2)n1)NO,50000.0,False,False,0.5669046775538663,2.1103754373094983,0,True
144,CHEMBL5401959,CC(C)COc1ccc(-c2nnc(C(=O)NO)o2)cc1,810.0,False,False,0.6394661484124491,2.2960374986881416,0,True
145,CHEMBL5424474,CC(C)COc1ccc(-c2cc(C(=O)NO)no2)cc1,6730.0,False,False,0.6470907793135843,2.1674166195672626,0,True
146,CHEMBL5421810,CCCCOc1ccc(-c2cc(C(=O)NO)no2)cc1,1000.0,False,False,0.4810741166646687,2.0831255119906285,0,True
147,CHEMBL5423952,O=C(NO)c1cc(-c2ccc(OCc3ccccc3)cc2)on1,7900.0,False,False,0.5587040894493924,1.959086730493926,0,True
148,CHEMBL5440976,O=C(NO)c1nc(-c2ccc(COc3ccccc3)cc2)no1,3300.0,False,False,0.5545866278344677,2.0477413803217104,0,True
149,CHEMBL5425716,O=C(NO)c1nc(-c2ccc(COc3ccc(C(F)(F)F)cc3)cc2)no1,8100.0,False,False,0.5205666870761422,2.2553567310687903,0,True
150,CHEMBL5440807,O=C(NO)c1nc(-c2ccc(COc3ccc(Cl)cc3)cc2)no1,4200.0,False,False,0.5444606636670876,2.1016140748930283,0,True
151,CHEMBL5415713,O=C(NO)c1nc(-c2ccc(COc3cccc(Cl)c3)cc2)no1,8400.0,False,False,0.5444606636670876,2.1691070514816566,0,True
152,CHEMBL5395183,O=C(NO)c1nc(-c2ccc(COc3ccc(Br)cc3)cc2)no1,1500.0,False,False,0.513094740266799,2.155439492953228,0,True
