molecule_chembl_id,canonical_smiles,standard_value
CHEMBL5429707,CN1CC[C@@](C)(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1=O,1738.0
CHEMBL5405521,CN1CCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1=O,10000.0
CHEMBL5423406,CC1(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CCNC1=O,6284.0
CHEMBL4077867,COc1cc(F)ccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1Cc1ccccc1.Cl,220.0
CHEMBL4070575,COc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1Cc1ccccc1.Cl,1200.0
CHEMBL4076461,COc1cc(F)ccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1C.Cl,26.0
CHEMBL4082385,COc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1C.Cl,56.0
CHEMBL5411344,CC1(C)CNC(=O)C1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,10000.0
CHEMBL5429357,O=C1NC(NC2CCNC2=O)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL4089702,Cn1c(N2CCNC(c3ccccc3Br)C2)nc(-c2ccncn2)cc1=O,4.3
CHEMBL4072455,Cn1c(N2CCNC(c3ccc(Cl)c(Cl)c3)C2)nc(-c2ccncn2)cc1=O,2.3
CHEMBL4066990,Cl.Cn1c(N2CCNC(c3ccccc3F)C2)nc(-c2ccncc2)cc1=O,11.0
CHEMBL4088266,CCOc1ccccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1.Cl,20.0
CHEMBL4075525,CCOc1ccccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1.Cl,25.0
CHEMBL4101293,C[C@@H]1CN(c2ccccc2C#N)CCN1c1nc(-c2ccncn2)cc(=O)n1C,4.2
CHEMBL4101984,C[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1Cc1ccccc1,780.0
CHEMBL4083994,C[C@@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1Cc1ccccc1,1000.0
CHEMBL4078869,CC[C@@H]1CN(Cc2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,43.0
CHEMBL4077376,C[C@@H]1CN(c2ccccc2F)CCN1c1nc(-c2ccncn2)cc(=O)n1C,0.2
CHEMBL4095848,C[C@@H]1CN(c2cccc(F)c2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,0.5
CHEMBL4076060,C[C@@H]1CN(c2ccc(F)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,0.4
CHEMBL4077048,C[C@@H]1CN(c2ccc(Cl)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1.2
CHEMBL4065818,COc1ccccc1N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)[C@H](C)C1,0.8
CHEMBL4063206,COc1cccc(N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@H](C)C2)c1,0.2
CHEMBL4084855,COc1ccc(N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@H](C)C2)cc1,0.1
CHEMBL4074586,C[C@@H]1CN(c2cccc(C#N)c2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,2.2
CHEMBL4065624,COc1ccccc1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1.Cl,1.8
CHEMBL4093559,C[C@@H]1CN(c2ccc(C#N)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,2.7
CHEMBL4065956,C[C@@H]1CN(c2ccncc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,3.8
CHEMBL4067170,C[C@@H]1CN(c2cccnc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,3.9
CHEMBL4093930,C[C@@H]1CN(c2ccccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,4.1
CHEMBL4067737,C[C@@H]1CN(c2ncccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,24.0
CHEMBL4095163,C[C@@H]1CN(c2cncnc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,14.0
CHEMBL5433242,O=C1CC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CN1,8184.0
CHEMBL5413138,CN1CCCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1=O,10000.0
CHEMBL4103742,Cl.Cn1c(N2CCNC(c3ccccc3)C2)nc(-c2ccncc2)cc1=O,18.0
CHEMBL4085821,COc1ccccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1.Cl,1.8
CHEMBL4100923,Cn1c(N2CCNC(c3ccc(Cl)c(Cl)c3)C2)nc(-c2ccncc2)cc1=O,4.3
CHEMBL4062791,COc1ccc(C2CN(c3nc(-c4ccncc4)cc(=O)n3C)CCN2)cc1OC,5.2
CHEMBL4103448,CCCCCCCC(=O)NNC(=O)c1c(O)c2cc(Br)ccc2n(CC)c1=O,7340.0
CHEMBL4061578,COc1cccc(C2CN(c3nc(-c4ccncc4)cc(=O)n3C)CCN2)c1.Cl,11.0
CHEMBL5431345,O=C1NC(N[C@@H]2COCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL5436147,CC1(C)CCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CO1,4746.0
CHEMBL4559431,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccc2[nH]ccc2c1,462.0
CHEMBL4166095,O=C(/C=C/c1ccc(O)c(O)c1)c1cccnc1,24360.0
CHEMBL5413726,O=C1NC(N[C@H]2CCCOC2)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL5397281,O=C1NC(N[C@@H]2CCCOC2)=N/C1=C\c1ccc2ncsc2c1,9204.0
CHEMBL5430718,O=C1NC(NC2CCOCC2)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL5424363,O=C1NC(N[C@H]2CCOC2)=N/C1=C\c1ccc2ncsc2c1,6566.0
CHEMBL4090743,Cc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1.Cl,24.0
CHEMBL5396752,O=C1NC(N[C@H]2COCC[C@@H]2O)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL4080483,Cn1c(N2CCNC(c3ccc(Cl)cc3)C2)nc(-c2ccncc2)cc1=O,6.6
CHEMBL4097431,COc1cccc(C2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCN2)c1.Cl,6.7
CHEMBL4070244,Cl.Cn1c(N2CCNC(c3cccc(F)c3)C2)nc(-c2ccncc2)cc1=O,22.0
CHEMBL4064936,Cl.Cn1c(N2CCNC(c3cccc(F)c3)C2)nc(-c2ccncn2)cc1=O,12.0
CHEMBL4080891,Cn1c(N2CCNC(c3cccc(Cl)c3)C2)nc(-c2ccncc2)cc1=O,5.4
CHEMBL4067532,Cn1c(N2CCNC(c3cccc(Cl)c3)C2)nc(-c2ccncn2)cc1=O,1.1
CHEMBL4088777,Cl.Cn1c(N2CCNC(c3cccc(Br)c3)C2)nc(-c2ccncn2)cc1=O,2.0
CHEMBL4078436,COc1ccc(C2CN(c3nc(-c4ccncc4)cc(=O)n3C)CCN2)cc1.Cl,4.7
CHEMBL4096472,COc1ccc(C2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCN2)cc1.Cl,3.5
CHEMBL4069785,Cn1c(N2CCNC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,18.0
CHEMBL4096984,Cn1c(N2CCNC(c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,8.6
CHEMBL4104714,Cn1c(N2CCNC(c3ccc(Cl)cc3)C2)nc(-c2ccncn2)cc1=O,1.7
CHEMBL5424272,O=C1NC(NC2CCCCOC2)=N/C1=C\c1ccc2ncsc2c1,2771.0
CHEMBL4099428,Cl.Cn1c(N2CCNC(c3ccc(Br)cc3)C2)nc(-c2ccncc2)cc1=O,22.0
CHEMBL4081408,Cl.Cn1c(N2CCNC(c3ccc(Br)cc3)C2)nc(-c2ccncn2)cc1=O,8.1
CHEMBL4075400,Cl.Cn1c(N2CCNC(c3ccc(C#N)cc3)C2)nc(-c2ccncc2)cc1=O,15.0
CHEMBL4089283,Cl.Cn1c(N2CCNC(c3ccc(C#N)cc3)C2)nc(-c2ccncn2)cc1=O,7.4
CHEMBL4098458,COc1cc(F)cc(F)c1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1.Cl,2.0
CHEMBL4071429,COc1cc(F)cc(F)c1C1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCN1.Cl,1.7
CHEMBL5405233,O=C1NC(NC2CCCSC2)=N/C1=C\c1ccc2ncsc2c1,7223.0
CHEMBL5420670,CN1CCCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,10000.0
CHEMBL5415615,CN1CCC(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CC1,10000.0
CHEMBL5421636,O=C1NC(NC2COCCOC2)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL4102920,Cc1ccc(S(=O)(=O)N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@H](C)C2)cc1,19.0
CHEMBL4078643,C[C@@H]1CN(S(C)(=O)=O)CCN1c1nc(-c2ccncn2)cc(=O)n1C,46.0
CHEMBL4098678,C[C@@H]1CNCCN1c1nc(-c2ccncc2)cc(=O)n1C,29.0
CHEMBL4089331,C[C@@H]1CN(C)CCN1c1nc(-c2ccncc2)cc(=O)n1C,80.0
CHEMBL4082305,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2[nH]c1=O,4500.0
CHEMBL1276317,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCC(O)CO,110.0
CHEMBL4100916,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,810.0
CHEMBL4085289,COc1ccc2c(c1)/C(=C1\Nc3ccccc3\C1=N/OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2,100.0
CHEMBL4100748,Cc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2,290.0
CHEMBL1830064,COc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\O)C(=O)N2,90.0
CHEMBL492244,CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1.Cl,5.0
CHEMBL5394559,COc1c(F)cc(-c2ocnc2C(=O)NCCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1F,0.96
CHEMBL3185148,Nc1nc(NCCNc2ncc(-n3ccnc3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],0.6
CHEMBL5431757,COc1ccc(-c2ocnc2C(=O)NCCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1F,1.0
CHEMBL4069163,Fc1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,1010.0
CHEMBL4102903,c1cncc(-c2c[nH]c3cnccc23)c1,31010.0
CHEMBL4072138,N#Cc1cccc2c(-c3ccnc(N)n3)c[nH]c12,5160.0
CHEMBL4065388,Nc1nccc(-c2c[nH]c3cc(Cl)ccc23)n1,10690.0
CHEMBL4064316,CC(C)n1cc(-c2ccncc2)c2ccncc21,660.0
CHEMBL4079572,Nc1nccc(-c2c[nH]c3cnccc23)n1,12300.0
CHEMBL4095479,COc1ccc2c(-c3ccnc(N)n3)c[nH]c2c1,7960.0
CHEMBL4105629,c1cc(-c2cn(CCC3CC3)c3cnccc23)ccn1,1140.0
CHEMBL4087456,Nc1nccc(-c2c[nH]c3cc(C(F)(F)F)ccc23)n1,15290.0
CHEMBL4090889,COc1cccc2c(-c3ccnc(N)n3)c[nH]c12,15840.0
CHEMBL1802401,Nc1nccc(-c2c[nH]c3c([N+](=O)[O-])cccc23)n1,9950.0
CHEMBL4095674,c1cc(-c2cn(CCCN3CCOCC3)c3cnccc23)ccn1,7580.0
CHEMBL4075648,Clc1cnccc1-c1c[nH]c2cnccc12,9610.0
CHEMBL1483920,CCCCCCCC(=O)NNC(=O)c1c(O)nc2ccccc2c1O,20000.0
CHEMBL4071797,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(C)c1=O,7300.0
CHEMBL4091061,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(C)c1=O,8700.0
CHEMBL4070861,Cn1c(=O)c(C(=O)NNCCC#N)c(O)c2ccccc21,20000.0
CHEMBL4095283,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,3120.0
CHEMBL4074837,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,9000.0
CHEMBL4103031,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(C)c1=O,4030.0
CHEMBL4085086,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(C)c1=O,6660.0
CHEMBL4079704,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(CC)c1=O,2480.0
CHEMBL4103963,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(CC)c1=O,4830.0
CHEMBL4087584,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(Cc2ccccc2)c1=O,5990.0
CHEMBL4066219,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(Cc2ccccc2)c1=O,5960.0
CHEMBL4084115,CCCCCCNC(=O)c1c(O)c2ccccc2n(C)c1=O,20000.0
CHEMBL4062407,Cn1c(=O)c(C(=O)NCC(=O)NCC(=O)OCc2ccccc2)c(O)c2ccccc21,20000.0
CHEMBL4094737,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,5510.0
CHEMBL4083267,Cn1c(=O)c(C(=O)NNC(=O)c2ccccc2)c(O)c2ccccc21,20000.0
CHEMBL4067286,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC2CC2)c1=O,5250.0
CHEMBL4102484,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC=C(C)C)c1=O,7110.0
CHEMBL4078207,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC=C(C)C)c1=O,7780.0
CHEMBL4079175,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC(C)C)c1=O,20000.0
CHEMBL4097190,CCn1c(=O)c(C(=O)NNC(=O)CCc2ccc(O)cc2)c(O)c2ccccc21,20000.0
CHEMBL4087036,CCn1c(=O)c(C(=O)NNC(=O)CCc2c[nH]c3ccccc23)c(O)c2ccccc21,20000.0
CHEMBL1428911,CCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC)c1=O,20000.0
CHEMBL4093528,Cn1c(=O)c(C(=O)NNC(=O)CCc2c[nH]c3ccccc23)c(O)c2ccccc21,20000.0
CHEMBL4072819,Cn1c(=O)c(C(=O)NNC(=O)Cc2ccccc2)c(O)c2ccccc21,20000.0
CHEMBL4101267,CC(=O)NNC(=O)c1c(O)c2ccccc2n(C)c1=O,20000.0
CHEMBL4084955,c1cc(-c2c[nH]c3cnccc23)ccn1,9230.0
CHEMBL4098364,COc1ccc2c(-c3ccnc(N)c3)c[nH]c2c1,12700.0
CHEMBL5394929,COc1ccc(-c2ocnc2C(=O)NCCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1I,0.48
CHEMBL4071773,C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,21.0
CHEMBL5410665,COc1ccc(-c2ocnc2C(=O)NCCCn2cc(CNC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)nn2)cc1I,0.31
CHEMBL4075286,CCCCCCCCCCCCCCCCC(=O)NC1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,46700.0
CHEMBL4076856,CCN1C(=O)C(C(=O)N2CCC(NC(=O)CCCCCc3ccccc3)CC2)Sc2ccccc21,100000.0
CHEMBL4083930,CCCCCCCCC(=O)N1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,100000.0
CHEMBL4062211,CCCCCCCCCC(=O)N1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,51700.0
CHEMBL4073006,CCCCCCCCCCC(=O)N1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,27100.0
CHEMBL5397009,COc1ccc(-c2ocnc2C(=O)NCCCn2cc(CNC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)nn2)cc1Cl,1.0
CHEMBL5428107,O=C1NC(N[C@H]2CN3CCC2CC3)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL5434213,O=C1NC(N[C@@H]2CN3CCC2CC3)=N/C1=C\c1ccc2ncsc2c1,10000.0
CHEMBL4076038,COC(=O)N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)[C@H](C)C1,70.0
CHEMBL4067909,CC(=O)N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)[C@H](C)C1,49.0
CHEMBL4082108,CCCCCCCCCCCCCC(=O)NC1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,33400.0
CHEMBL3719193,C[C@@H]1CN(c2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1.4
CHEMBL4082198,C[C@@H]1CN(Cc2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,8.3
CHEMBL4064440,CC(C)N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)[C@H](C)C1,13.0
CHEMBL4071667,CN1CCN(c2nc(-c3ccncn3)cc(=O)n2C)CC1,630.0
CHEMBL4059511,C[C@H]1CN(C)CCN1c1nc(-c2ccncn2)cc(=O)n1C,1000.0
CHEMBL4100141,C[C@H]1CNCCN1c1nc(-c2ccncn2)cc(=O)n1C,76.0
CHEMBL4074146,C[C@H]1CN(C)CCN1c1nc(-c2ccncc2)cc(=O)n1C,1000.0
CHEMBL4090044,C[C@H]1CNCCN1c1nc(-c2ccncc2)cc(=O)n1C,920.0
CHEMBL4068965,C[C@@H]1CN(C)CCN1c1nc(-c2ccncn2)cc(=O)n1C,22.0
CHEMBL4068148,C[C@@H]1CNCCN1c1nc(-c2ccncn2)cc(=O)n1C,13.0
CHEMBL5425288,COc1ccc(-c2ocnc2C(=O)NCCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1Cl,1.0
CHEMBL4090172,CCCCCCCCCCCC(=O)NC1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,33400.0
CHEMBL4077010,Cn1cc(-c2ccncc2)c2ccncc21,4780.0
CHEMBL4077172,O=C1Cc2cc(Br)ccc2/C1=c1/[nH]c2ccccc2/c1=C\O,5.0
CHEMBL4066075,N#Cc1cccc2c(-c3ccnc(N)c3)c[nH]c12,13860.0
CHEMBL1802963,Nc1nccc(-c2c[nH]c3c(Br)cccc23)n1,22450.0
CHEMBL1234004,[Li+],2000000.0
CHEMBL1201279,[Zn],15000.0
CHEMBL4100087,C/C(=C\C=C\[C@@H](C)CC/C=C(\C)CC1OC(=O)C(=O)C1=O)CCCc1ccoc1,7500.0
CHEMBL409450,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,1500.0
CHEMBL4073799,N=C1N[C@H]2c3c([nH]c(Br)c3Br)C(=O)C3CCC[C@@]32N1,3000.0
CHEMBL4084151,O=C1NC(=O)C(c2cn(CCC3N=CC=N3)c3ccccc23)=C1c1noc2ccccc12,0.73
CHEMBL4074938,O=c1[nH]nc2c(NCCc3ccncc3)cc(Cl)cn12,111.0
CHEMBL4097781,CC1=C(O)[C@@H](C/C(C)=C/CC[C@H](C)/C=C/C=C(\C)CCCc2ccoc2)OC1=O,4500.0
CHEMBL1969664,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,31.0
CHEMBL4094063,CCCCCCCCCCC(=O)NC1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,45900.0
CHEMBL4097321,CCCCCCCCCCCCNC(=O)C1Sc2ccccc2N(CC)C1=O,22900.0
CHEMBL4082948,CCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,100000.0
CHEMBL4100927,CCCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,74900.0
CHEMBL4083384,CCCCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,44300.0
CHEMBL4060722,CCCCCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,29700.0
CHEMBL4102694,CCCCCCCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,27300.0
CHEMBL4078439,CCCCCCCCCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,18600.0
CHEMBL4064819,CCCCCCCCCCCCCCC(=O)N1CCC(NC(=O)C2Sc3ccccc3N(CC)C2=O)CC1,17900.0
CHEMBL4086298,CCCCCCCCC(=O)NC1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,100000.0
CHEMBL4073420,CCCCCCCCCC(=O)NC1CCN(C(=O)C2Sc3ccccc3N(CC)C2=O)CC1,68300.0
CHEMBL4569903,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccc2c(c1)CCO2,103.0
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,84.0
CHEMBL4451197,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1nc2ccccc2[nH]1,62.1
CHEMBL5287772,CC(C)C(=O)Nc1cc(C(=O)Nc2cnccc2OCCN2CCOCC2)ccn1,2.3
CHEMBL3301610,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,64.4
CHEMBL3298236,c1ccc(-c2ccc3[nH]ncc3c2)cc1,7509.0
CHEMBL4283240,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,10000.0
CHEMBL5279705,COC1=CC2C(=O)NC3=Cc4ccc(OC)cc4C(=C1OC)C32,2199.0
CHEMBL3421968,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,10000.0
CHEMBL1614713,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,2802.0
CHEMBL3589662,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12,10000.0
CHEMBL5420497,O=C1NC(N[C@@H]2CCC[C@@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,6374.0
CHEMBL4784318,CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1,10000.0
CHEMBL5403037,O=C1NC(N[C@@H]2CCC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,9328.0
CHEMBL4292553,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(F)cc4)c3c2)cc1O,10000.0
CHEMBL5081787,O=C1N=C(Nc2c(Cl)cccc2Cl)S/C1=C\c1ccc2nccnc2c1,3089.0
CHEMBL5093741,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]cc(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,10000.0
CHEMBL5086263,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]c(F)c(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,3395.0
CHEMBL1236620,CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C,10000.0
CHEMBL4873449,Oc1ccc(-c2n[nH]c3ncc(-c4ccc(O)c(O)c4)cc23)cc1,159.3
CHEMBL5273528,CCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,10000.0
CHEMBL5437778,O=C1NC(N[C@@H]2CCCC[C@@H](O)C2)=N/C1=C\c1ccc2ncsc2c1,4368.0
CHEMBL5401675,O=C1NC(N[C@@H]2CCCC[C@H](O)C2)=N/C1=C\c1ccc2ncsc2c1,6041.0
CHEMBL4297639,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,641.4
CHEMBL4441878,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C(C)C,10000.0
CHEMBL5070553,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CC(F)(F)F,10000.0
CHEMBL5289681,CC(C)CN1CCC(C(=O)Nc2cc3cc(-c4cnn(C)c4)ccc3cn2)CC1,45.6
CHEMBL5281283,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1n1ccc2cnc3[nH]ccc3c21,1000.0
CHEMBL5276637,N=C1NC(=O)C(=C2CCNC(=O)c3[nH]c(Br)cc32)N1,70.0
CHEMBL5283804,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(NC(=O)C2CCOCC2)c1,4.5
CHEMBL5271312,O=C(Nc1cncc(-c2ccccc2)c1)c1ccnc(NC(=O)C2CC(F)(F)C2)c1,4.1
CHEMBL5272115,CC(C)C(=O)Nc1cc(C(=O)Nc2cnccc2OCC(C)(F)F)ccn1,1.4
CHEMBL5271077,CC(C)C(=O)Nc1cc(C(=O)Nc2cnccc2OCC(F)(F)F)ccn1,0.72
CHEMBL5266570,CC(C)C(=O)Nc1cc(C(=O)Nc2cnccc2OCC(F)F)ccn1,1.8
CHEMBL5289242,CC(F)C(=O)Nc1cc(C(=O)Nc2cnccc2-c2ccccc2)ccn1,49.0
CHEMBL5271154,CC(C)(C)C(=O)Nc1cc(C(=O)Nc2cncc(-c3cccc(F)c3F)c2)ccn1,24.0
CHEMBL5276840,CC(C)(C)C(=O)Nc1cc(C(=O)Nc2cnccc2N2CCC(F)(F)CC2)ccn1,4.2
CHEMBL5276749,CCOc1ccncc1NC(=O)c1ccnc(NC(=O)C2CCC2)c1,2.2
CHEMBL5267564,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(NC(=O)C2CCC2)c1,5.7
CHEMBL5272651,CC1(C)CC(C(=O)Nc2cc(C(=O)Nc3cnccc3-c3ccccc3)ccn2)C1,1.7
CHEMBL5282635,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(NC(=O)C2CC(F)(F)C2)c1,1.9
CHEMBL5291181,O=C(Nc1cnccc1N1CCC(F)(F)CC1)c1ccnc(NC(=O)[C@H]2C[C@H](Cl)C2)c1,0.37
CHEMBL5272462,O=C(Nc1cncc(-c2ccccc2Cl)c1)c1ccnc(NC(=O)C2CCC(F)(F)C2)c1,4.1
CHEMBL5284020,O=C(Nc1cnccc1N1CCC(F)(F)CC1)c1ccnc(NC(=O)[C@H]2C[C@@H](Cl)C2)c1,0.16
CHEMBL5290846,O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)[C@H]2C[C@H](F)C2)c1,1.7
