molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4640300,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)N[C@@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,590.0
CHEMBL4646033,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)N[C@H](C)C(F)(F)F)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,2300.0
CHEMBL4633136,O=C(NC1CCS(=O)(=O)C1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,14.0
CHEMBL4634867,O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,26.0
CHEMBL4635900,O=C(NCC1CCCO1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,55.0
CHEMBL4633727,O=C(NC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,22.0
CHEMBL5412101,CC(=O)OC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,2437.0
CHEMBL5422486,O=C1NC(NC23CC4(F)CC(F)(CC(F)(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,94.0
CHEMBL4633607,O=C(NC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,31.0
CHEMBL5438158,O=C1NC(NC23CC4CC(CC(F)(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,169.0
CHEMBL4633141,O=C(NC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,130.0
CHEMBL5417147,COC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,455.0
CHEMBL4645145,O=C(NC1CCS(=O)(=O)CC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,39.0
CHEMBL5405059,O=C1NC(NC23CC4CC(CC(O)(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,317.0
CHEMBL4635680,O=C(NCC1CCCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,20.0
CHEMBL4638321,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccnc3)cc12,22.0
CHEMBL4632807,CC(C)Oc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,4.0
CHEMBL4643920,COCc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,6.0
CHEMBL5435495,C[C@]12CC3CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C1)C[C@@](C)(C3)C2,2787.0
CHEMBL4636306,COCc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCOCC3)c2c1,28.0
CHEMBL4641148,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cnccc3CO)cc12,33.0
CHEMBL4462530,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,247.0
CHEMBL4796925,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)Nc2cc3ccccn3n2)n1,282.9
CHEMBL5400230,O=C1NC(NC23CC4CC(CC2C4)C3)=N/C1=C\c1ccc2ncsc2c1,855.0
CHEMBL4776811,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2cccc(F)c2)CC1,9.0
CHEMBL5437649,CC(C)(C)C(=O)OC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,10000.0
CHEMBL4641082,O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,14.0
CHEMBL4643516,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,239200.0
CHEMBL4640598,c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1,44480.0
CHEMBL4645199,COc1ccc(-c2cc(=O)c3c(OC)c([C@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,237300.0
CHEMBL4636722,COc1ccc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)cc1OC,900.0
CHEMBL4632385,Cc1ccc2[nH]nc(C(=O)NCC3CCN(C(=O)Nc4ccccc4)CC3)c2c1,640.0
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,28110.0
CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,50000.0
CHEMBL5418722,O=C1NC(NC23CC4CC(CC(NC(=O)C5CC5)(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,366.0
CHEMBL5422654,CC(=O)NC12CC3CC(C1)CC(NC1=N/C(=C\c4ccc5ncsc5c4)C(=O)N1)(C3)C2,663.0
CHEMBL4634969,CC(C)Cn1cc(-c2ccncc2)c2ccncc21,8300.0
CHEMBL4648945,c1cc(-c2cn(CC3CC3)c3cnccc23)ccn1,8300.0
CHEMBL4644898,CC1(Cn2cc(-c3ccncc3)c3ccncc32)COC1,28500.0
CHEMBL4638460,c1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,12400.0
CHEMBL4636064,CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,50000.0
CHEMBL4648742,c1ccc(-n2cc(-c3ccncc3)c3ccncc32)cc1,8300.0
CHEMBL5421442,CC(C)(C)NC(=O)OC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,1798.0
CHEMBL4640465,Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,1950.0
CHEMBL4648047,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1,630.0
CHEMBL4645474,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1,50000.0
CHEMBL4641631,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,5640.0
CHEMBL4649473,CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,50000.0
CHEMBL4641672,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)N1CCOCC1,46500.0
CHEMBL4641839,C[C@@H]1CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C[C@H](C)O1,50000.0
CHEMBL4640031,C[C@@H]1CN(C(=O)Nc2cc(-c3cn([C@H]4CC[C@@](C)(O)CC4)c4cnccc34)ccn2)C[C@H](C)O1,50000.0
CHEMBL4794527,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCn1cc(COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1,46.9
CHEMBL4745838,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1000.0
CHEMBL5437946,CC[C@@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,10000.0
CHEMBL4866150,O=C(NCC1CCN(Cc2cccc(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,97.0
CHEMBL3137331,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,416.0
CHEMBL5088917,Cn1c(NCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,4040.0
CHEMBL5094203,Cn1c(NCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncn2)cc1=O,5630.0
CHEMBL5082380,Cn1c(NCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2F)cc1=O,1180.0
CHEMBL5092516,Cn1c(NCCNc2c3c(nc4cc(F)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,11900.0
CHEMBL5082923,Cn1c(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,14000.0
CHEMBL5088076,COc1ccc2c(NCCNc3nc(-c4ccncc4F)cc(=O)n3C)c3c(nc2c1)CCCC3,19000.0
CHEMBL5076784,Cn1c(NCCNc2c3c(nc4ccc(Cl)cc24)CCCC3)nc(-c2ccncc2F)cc1=O,8130.0
CHEMBL5081967,Cn1c(NCCCCCCNc2c3c(nc4cc(Br)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,178700.0
CHEMBL5089150,Cn1c(NCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,178000.0
CHEMBL5091923,Cn1c(NCCCCCCNc2c3c(nc4cc(F)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,174300.0
CHEMBL5405680,COC(=O)[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,1340.0
CHEMBL5075966,Cn1c(NCCCCCCNc2c3c(nc4ccc(F)cc24)CCCC3)nc(-c2ccncc2F)cc1=O,153700.0
CHEMBL5076879,Cn1c(NCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2F)cc1=O,126300.0
CHEMBL5083921,Cc1ccc2c(NCCCCCCNc3nc(-c4ccncc4F)cc(=O)n3C)c3c(nc2c1)CCCC3,238700.0
CHEMBL5081821,Cn1c(NCCCCCCCNc2c3c(nc4cc(Br)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,91000.0
CHEMBL5092320,Cn1c(NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,89300.0
CHEMBL5073947,Cn1c(NCCCCCCCNc2c3c(nc4cc(F)ccc24)CCCC3)nc(-c2ccncc2F)cc1=O,103700.0
CHEMBL5401116,COC(=O)[C@@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C(C)O,6026.0
CHEMBL5416274,COC(=O)[C@@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C(C)C,8236.0
CHEMBL5073240,Cn1c(NCCCCCCCNc2c3c(nc4ccc(F)cc24)CCCC3)nc(-c2ccncc2F)cc1=O,96100.0
CHEMBL5092599,Cn1c(NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2F)cc1=O,67200.0
CHEMBL4538174,C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1,540.0
CHEMBL4873612,O=C(Nc1cncc(OCC2CCN(Cc3ccc(F)cc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,31.0
CHEMBL4865615,O=C(NCC1CCN(Cc2ccc(F)c(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,279.0
CHEMBL4864059,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,231.0
CHEMBL4872690,Cc1ccccc1CN1CCC(CNC(=O)c2cncc(NC(=O)c3ccnc(NC(=O)C4CC4)c3)c2)CC1,157.0
CHEMBL4851865,Cc1cccc(CN2CCC(CNC(=O)c3cncc(NC(=O)c4ccnc(NC(=O)C5CC5)c4)c3)CC2)c1,198.0
CHEMBL4857680,COc1cccc(CN2CCC(CNC(=O)c3cncc(NC(=O)c4ccnc(NC(=O)C5CC5)c4)c3)CC2)c1,126.0
CHEMBL4857955,O=C(Nc1cncc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,81.0
CHEMBL4854209,O=C(Nc1cncc(C(=O)NC2CCN(Cc3cccc(Cl)c3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,63.0
CHEMBL4853675,O=C(NCCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2cccc(NC(=O)C3CC3)c2)c1,152.0
CHEMBL4863960,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,23.0
CHEMBL4865061,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3F)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,77.0
CHEMBL4867249,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3Cl)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,79.0
CHEMBL4875188,COc1ccccc1C1=C(Nc2cccc(C#N)c2)C(=O)NC1=O,36.0
CHEMBL4855714,O=C(Nc1cncc(OC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,734.0
CHEMBL4875903,CC(=O)Nc1cc(C(=O)Nc2cncc(OCC3CCN(Cc4ccc(F)cc4)CC3)c2)ccn1,3508.0
CHEMBL4855201,O=C(Nc1cccc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,9748.0
CHEMBL4850776,O=C(Nc1cccc(OCC2CCN(Cc3ccc(F)cc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,10000.0
CHEMBL4877556,CC(=O)Nc1cc(C(=O)Nc2cccc(OCC3CCN(Cc4ccccc4)CC3)c2)ccn1,10000.0
CHEMBL4846945,CC(=O)Nc1cc(C(=O)Nc2cccc(OCC3CCN(Cc4ccc(F)cc4)CC3)c2)ccn1,10000.0
CHEMBL4870273,O=C(NCC1CCN(Cc2cccc(Cl)c2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,10000.0
CHEMBL4862811,O=C(NC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,6804.0
CHEMBL4849828,O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc3[nH]ccc23)c1,4935.0
CHEMBL4877175,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc2[nH]ccc12,837.0
CHEMBL5073880,Cc1ccc2c(NCCCCCCCNc3nc(-c4ccncc4F)cc(=O)n3C)c3c(nc2c1)CCCC3,137000.0
CHEMBL5423907,COC(=O)[C@H](C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,5142.0
CHEMBL5423402,COC(CNC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C1CCCCC1,5601.0
CHEMBL5403642,COC[C@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,4694.0
CHEMBL5091798,C=CC(=O)N1C(=O)CCSc2ccccc21,17000.0
CHEMBL5083481,C=CC(=O)N1C(=O)CC(C)Sc2ccccc21,20000.0
CHEMBL5084361,CCC(=O)N1C(=O)CC(c2cccs2)Sc2ccccc21,100000.0
CHEMBL5078092,C=CC(=O)Nc1ccc(C2CC(=O)Nc3ccccc3S2)cc1,100000.0
CHEMBL5086219,C=CC(=O)NCCN1C(=O)CC(c2ccccc2)Sc2ccccc21,100000.0
CHEMBL5416161,CC(C)C[C@H](COCc1ccc(F)cc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,4124.0
CHEMBL5428588,CC(C)C[C@H](COCc1ccccc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,5193.0
CHEMBL5398683,CC(C)C[C@H](COC(C)(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,9997.0
CHEMBL5396386,CC(C)C[C@H](COC1CC1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,3600.0
CHEMBL5409730,CCOC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,2685.0
CHEMBL5426285,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,1461.0
CHEMBL5084565,C=CC(=O)N1C(=O)CC(c2ccc(-c3ccccc3)cc2)Sc2ccccc21,5800.0
CHEMBL5436133,O=C1NC(NCC(O)C2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,3078.0
CHEMBL5415462,O=C1NC(NC(CO)C2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,4156.0
CHEMBL5431535,O=C1NC(N[C@@H](CO)CC2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,3308.0
CHEMBL5088570,Cc1nc(N(C)C2CCCN(CCC#N)C2)c2c(n1)[nH]c1cc(Cl)ccc12,10000.0
CHEMBL5422295,O=C1NC(N[C@@H](CO)CC2CCCC2)=N/C1=C\c1ccc2ncsc2c1,2872.0
CHEMBL5402979,O=C1NC(N[C@@H](CO)CC2CCC2)=N/C1=C\c1ccc2ncsc2c1,2414.0
CHEMBL5397157,O=C1NC(N[C@@H](CO)CC2CC2)=N/C1=C\c1ccc2ncsc2c1,4391.0
CHEMBL5078899,CN(c1ncnc2[nH]c3cc(C(F)(F)F)ccc3c12)C1CCCN(CCC#N)C1,10000.0
CHEMBL5408047,CC(C)C[C@@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,9375.0
CHEMBL5412105,CC(C)C[C@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,2519.0
CHEMBL5091900,C=CC(=O)N1C(=O)CC(c2ccc(N3CCOCC3)cc2)Sc2ccccc21,15000.0
CHEMBL5092006,C=CC(=O)N1C(=O)CC(c2ccc(C#N)cc2)Sc2ccccc21,6200.0
CHEMBL5085851,Cn1c(NCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,920.0
CHEMBL5079142,C=CC(=O)N1C(=O)CC(c2ccccc2)Sc2ccccc21,6600.0
CHEMBL5076385,Cn1c(NCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,1280.0
CHEMBL5088103,Cn1c(NCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,520.0
CHEMBL5078303,Cn1c(NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,330.0
CHEMBL5083646,COc1cc(/C=C2\S/C(=N/c3ccc(C)c(C)c3)NC2=O)ccc1OCc1ccc2ccccc2c1,1079.0
CHEMBL1496098,O=C1Nc2ccccc2/C1=C1\Nc2ccccc2\C1=N/O,55.0
CHEMBL5092157,Cc1nc(NCc2ccccc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,10000.0
CHEMBL5082044,Cc1nc(NCc2cccs2)c2c(-c3ccnc(N)c3)c[nH]c2n1,10000.0
CHEMBL5083159,Cc1nc(NCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,10000.0
CHEMBL5092828,Cc1nc(NCc2ccoc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,10000.0
CHEMBL5085162,C=CC(=O)N1C(=O)CC(c2cccs2)Sc2ccccc21,4900.0
CHEMBL5071369,C=CC(=O)N1C(=O)CC(c2ccc(F)cc2)Sc2ccccc21,6600.0
CHEMBL5091647,C=CC(=O)N1C(=O)CC(c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,7500.0
CHEMBL5088760,C=CC(=O)N1C(=O)CC(c2ccc(Cl)cc2)Sc2ccccc21,6700.0
CHEMBL5092483,C=CC(=O)N1C(=O)CC(c2cccc(Cl)c2)Sc2ccccc21,4000.0
CHEMBL5083185,C=CC(=O)N1C(=O)CC(c2ccccc2Cl)Sc2ccccc21,2500.0
CHEMBL5418629,COCC(NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C1CCCCC1,6035.0
CHEMBL5089459,C=CC(=O)N1C(=O)CC(c2ccc(Br)cc2)Sc2ccccc21,6400.0
CHEMBL5083742,C=CC(=O)N1C(=O)CC(c2ccc(C)cc2)Sc2ccccc21,4800.0
CHEMBL5091334,C=CC(=O)N1C(=O)CC(c2ccc(OC)cc2)Sc2ccccc21,6200.0
CHEMBL5089457,C=CC(=O)N1C(=O)CC(c2ccc(C(F)(F)F)cc2)Sc2ccccc21,15000.0
CHEMBL5086342,C=CC(=O)N1C(=O)CC(c2ccccc2C(F)(F)F)Sc2ccccc21,2800.0
CHEMBL5073147,C=CC(=O)N1C(=O)CC(c2ccc(C(=O)OC)cc2)Sc2ccccc21,6000.0
CHEMBL4868956,O=C(NCC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,244.0
CHEMBL4870746,O=C(NCC1CCN(Cc2ccccc2F)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,164.0
CHEMBL4777312,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,294.7
CHEMBL4851835,O=C(NCC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,305.0
CHEMBL4787122,CC(=O)Nc1ccc(CN2C[C@@H](F)[C@@H](OCc3nc4cc(C)c(C)cc4[nH]3)C2)cc1,50000.0
CHEMBL4781720,N#Cc1ccc(CN2C[C@@H](F)[C@@H](OCc3nc4cc(C(F)(F)F)ccc4[nH]3)C2)cc1,50000.0
CHEMBL4780303,CS(=O)(=O)c1ccc(CN2C[C@@H](F)[C@@H](OCc3nc4cc(C(F)(F)F)ccc4[nH]3)C2)cc1,50000.0
CHEMBL4764234,O=C(c1ccncc1)N1C[C@@H](F)[C@@H](OCc2nc3ccc(F)cc3[nH]2)C1,50000.0
CHEMBL4780185,O=C(c1ccccc1)N1C[C@@H](F)[C@@H](OCc2nc3cc(C(F)(F)F)ccc3[nH]2)C1,50000.0
CHEMBL4741666,COc1ccc(C(=O)N2C[C@@H](F)[C@@H](OCc3nc4cc(C(F)(F)F)ccc4[nH]3)C2)cc1,50000.0
CHEMBL4744645,O=C(c1cccnc1)N1C[C@@H](F)[C@@H](OCc2nc3cc(C(F)(F)F)ccc3[nH]2)C1,50000.0
CHEMBL4741384,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3ccccc3)n2)cc1,560.0
CHEMBL4747194,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3cccc(C#N)c3)n2)cc1,87.0
CHEMBL4758751,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3ccc(C(C)=O)cc3)n2)cc1,412.0
CHEMBL4751581,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3cc(OC)cc(OC)c3)n2)cc1,421.0
CHEMBL4781499,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccc(F)c2)n1,2060.0
CHEMBL4752822,CN(C)c1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3cccc(C(F)(F)F)c3)n2)cc1,5660.0
CHEMBL4797635,COc1ccccc1-c1ccnc(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)Nc2cccc(C#N)c2)n1,6080.0
CHEMBL4779572,N#Cc1cccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3cccc(F)c3)n2)c1,2080.0
CHEMBL4744440,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1,4042.0
CHEMBL4746644,CC(C)(C)c1ccnc(N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(=O)Nc2cccc(C(F)(F)F)c2)n1,14050.0
CHEMBL4750854,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(C2CCCC2)n1,11900.0
CHEMBL4792670,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1,2950.0
CHEMBL4757545,O=C(Nc1ccccc1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2cccs2)n1,2700.0
CHEMBL4755365,CCNC(=O)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc(OC)cc2)n1,117.0
CHEMBL4751957,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc3c(c2)OCO3)n1,1080.0
CHEMBL4791130,O=C(Nc1cccc2ccccc12)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,50000.0
CHEMBL4764080,Cc1cc2nc(CO[C@H]3CN(Cc4cccnc4)C[C@H]3F)[nH]c2cc1C,50000.0
CHEMBL4777246,Cn1c(CO[C@H]2CN(Cc3c[nH]c4ccccc34)C[C@H]2F)nc2ccccc21,50000.0
CHEMBL4749336,COc1ccc2nc(CO[C@H]3CN(Cc4ccnc5ccccc45)C[C@H]3F)[nH]c2c1,50000.0
CHEMBL4782211,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,104.9
CHEMBL4761297,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,49.2
CHEMBL4755345,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,63.8
CHEMBL4745133,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,1000.0
CHEMBL4787924,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,79.1
CHEMBL4787336,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,27.7
CHEMBL4757470,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCC#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,19.7
CHEMBL4761372,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,71.6
CHEMBL4760111,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,23.8
CHEMBL4749972,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,70.4
CHEMBL4751968,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCCCCCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,98.0
CHEMBL4763674,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCOCCOCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,73.2
